bases,outs,sp1,sp2,runner_eq,payoff
"[1, 2]",2,0.18,0.44,[],0.0
"[1, 2]",2,0.18,0.47,[],0.0
"[1, 2]",2,0.18,0.5,[],0.0
"[1, 2]",2,0.18,0.53,[],0.0
"[1, 2]",2,0.18,0.56,[],0.0
"[1, 2]",2,0.18,0.59,[],0.0
"[1, 2]",2,0.18,0.62,[],0.0
"[1, 2]",2,0.18,0.65,[],0.0
"[1, 2]",2,0.18,0.68,[],0.0
"[1, 2]",2,0.18,0.71,[],0.0
"[1, 2]",2,0.18,0.74,[],0.0
"[1, 2]",2,0.18,0.76,[],0.0
"[1, 2]",2,0.18,0.79,[],0.0
"[1, 2]",2,0.18,0.82,[],0.0
"[1, 2]",2,0.18,0.85,[2],0.004203999999999998
"[1, 2]",2,0.18,0.88,[2],0.014363200000000003
"[1, 2]",2,0.18,0.91,[2],0.024522400000000014
"[1, 2]",2,0.18,0.94,[2],0.03468159999999998
"[1, 2]",2,0.18,0.97,[2],0.044840799999999986
"[1, 2]",2,0.18,1.0,[2],0.05499999999999999
"[1, 2]",2,0.21,0.0,[],0.0
"[1, 2]",2,0.21,0.03,[],0.0
"[1, 2]",2,0.21,0.06,[],0.0
"[1, 2]",2,0.21,0.09,[],0.0
"[1, 2]",2,0.21,0.12,[],0.0
"[1, 2]",2,0.21,0.15,[],0.0
"[1, 2]",2,0.21,0.18,[],0.0
"[1, 2]",2,0.21,0.21,[],0.0
"[1, 2]",2,0.21,0.24,[],0.0
"[1, 2]",2,0.21,0.26,[],0.0
"[1, 2]",2,0.21,0.29,[],0.0
"[1, 2]",2,0.21,0.32,[],0.0
"[1, 2]",2,0.21,0.35,[],0.0
"[1, 2]",2,0.21,0.38,[],0.0
"[1, 2]",2,0.21,0.41,[],0.0
"[1, 2]",2,0.21,0.44,[],0.0
"[1, 2]",2,0.21,0.47,[],0.0
"[1, 2]",2,0.21,0.5,[],0.0
"[1, 2]",2,0.21,0.53,[],0.0
"[1, 2]",2,0.21,0.56,[],0.0
"[1, 2]",2,0.21,0.59,[],0.0
"[1, 2]",2,0.21,0.62,[],0.0
"[1, 2]",2,0.21,0.65,[],0.0
"[1, 2]",2,0.21,0.68,[],0.0
"[1, 2]",2,0.21,0.71,[],0.0
"[1, 2]",2,0.21,0.74,[],0.0
"[1, 2]",2,0.21,0.76,[],0.0
"[1, 2]",2,0.21,0.79,[],0.0
"[1, 2]",2,0.21,0.82,[],0.0
"[1, 2]",2,0.21,0.85,[2],0.004203999999999998
"[1, 2]",2,0.21,0.88,[2],0.014363200000000003
"[1, 2]",2,0.21,0.91,[2],0.024522400000000014
"[1, 2]",2,0.21,0.94,[2],0.03468159999999998
"[1, 2]",2,0.21,0.97,[2],0.044840799999999986
"[1, 2]",2,0.21,1.0,[2],0.05499999999999999
"[1, 2]",2,0.24,0.0,[],0.0
"[1, 2]",2,0.24,0.03,[],0.0
"[1, 2]",2,0.24,0.06,[],0.0
"[1, 2]",2,0.24,0.09,[],0.0
"[1, 2]",2,0.24,0.12,[],0.0
"[1, 2]",2,0.24,0.15,[],0.0
"[1, 2]",2,0.24,0.18,[],0.0
"[1, 2]",2,0.24,0.21,[],0.0
"[1, 2]",2,0.24,0.24,[],0.0
"[1, 2]",2,0.24,0.26,[],0.0
"[1, 2]",2,0.24,0.29,[],0.0
"[1, 2]",2,0.24,0.32,[],0.0
"[1, 2]",2,0.24,0.35,[],0.0
"[1, 2]",2,0.24,0.38,[],0.0
"[1, 2]",2,0.24,0.41,[],0.0
"[1, 2]",2,0.24,0.44,[],0.0
"[1, 2]",2,0.24,0.47,[],0.0
"[1, 2]",2,0.24,0.5,[],0.0
"[1, 2]",2,0.24,0.53,[],0.0
"[1, 2]",2,0.24,0.56,[],0.0
"[1, 2]",2,0.24,0.59,[],0.0
"[1, 2]",2,0.24,0.62,[],0.0
"[1, 2]",2,0.24,0.65,[],0.0
"[1, 2]",2,0.24,0.68,[],0.0
"[1, 2]",2,0.24,0.71,[],0.0
"[1, 2]",2,0.24,0.74,[],0.0
"[1, 2]",2,0.24,0.76,[],0.0
"[1, 2]",2,0.24,0.79,[],0.0
"[1, 2]",2,0.24,0.82,[],0.0
"[1, 2]",2,0.24,0.85,[2],0.004203999999999998
"[1, 2]",2,0.24,0.88,[2],0.014363200000000003
"[1, 2]",2,0.24,0.91,[2],0.024522400000000014
"[1, 2]",2,0.24,0.94,[2],0.03468159999999998
"[1, 2]",2,0.24,0.97,[2],0.044840799999999986
"[1, 2]",2,0.24,1.0,[2],0.05499999999999999
"[1, 2]",2,0.26,0.0,[],0.0
"[1, 2]",2,0.26,0.03,[],0.0
"[1, 2]",2,0.26,0.06,[],0.0
"[1, 2]",2,0.26,0.09,[],0.0
"[1, 2]",2,0.26,0.12,[],0.0
"[1, 2]",2,0.26,0.15,[],0.0
"[1, 2]",2,0.26,0.18,[],0.0
"[1, 2]",2,0.26,0.21,[],0.0
"[1, 2]",2,0.26,0.24,[],0.0
"[1, 2]",2,0.26,0.26,[],0.0
"[1, 2]",2,0.26,0.29,[],0.0
"[1, 2]",2,0.26,0.32,[],0.0
"[1, 2]",2,0.26,0.35,[],0.0
"[1, 2]",2,0.26,0.38,[],0.0
"[1, 2]",2,0.26,0.41,[],0.0
"[1, 2]",2,0.26,0.44,[],0.0
"[1, 2]",2,0.26,0.47,[],0.0
"[1, 2]",2,0.26,0.5,[],0.0
"[1, 2]",2,0.26,0.53,[],0.0
"[1, 2]",2,0.26,0.56,[],0.0
"[1, 2]",2,0.26,0.59,[],0.0
"[1, 2]",2,0.26,0.62,[],0.0
"[1, 2]",2,0.26,0.65,[],0.0
"[1, 2]",2,0.26,0.68,[],0.0
"[1, 2]",2,0.26,0.71,[],0.0
"[1, 2]",2,0.26,0.74,[],0.0
"[1, 2]",2,0.26,0.76,[],0.0
"[1, 2]",2,0.26,0.79,[],0.0
"[1, 2]",2,0.26,0.82,[],0.0
"[1, 2]",2,0.26,0.85,[2],0.004203999999999998
"[1, 2]",2,0.26,0.88,[2],0.014363200000000003
"[1, 2]",2,0.26,0.91,[2],0.024522400000000014
"[1, 2]",2,0.26,0.94,[2],0.03468159999999998
"[1, 2]",2,0.26,0.97,[2],0.044840799999999986
"[1, 2]",2,0.26,1.0,[2],0.05499999999999999
"[1, 2]",2,0.29,0.0,[],0.0
"[1, 2]",2,0.29,0.03,[],0.0
"[1, 2]",2,0.29,0.06,[],0.0
"[1, 2]",2,0.29,0.09,[],0.0
"[1, 2]",2,0.29,0.12,[],0.0
"[1, 2]",2,0.29,0.15,[],0.0
"[1, 2]",2,0.29,0.18,[],0.0
"[1, 2]",2,0.29,0.21,[],0.0
"[1, 2]",2,0.29,0.24,[],0.0
"[1, 2]",2,0.29,0.26,[],0.0
"[1, 2]",2,0.29,0.29,[],0.0
"[1, 2]",2,0.29,0.32,[],0.0
"[1, 2]",2,0.29,0.35,[],0.0
"[1, 2]",2,0.29,0.38,[],0.0
"[1, 2]",2,0.29,0.41,[],0.0
"[1, 2]",2,0.29,0.44,[],0.0
"[1, 2]",2,0.29,0.47,[],0.0
"[1, 2]",2,0.29,0.5,[],0.0
"[1, 2]",2,0.29,0.53,[],0.0
"[1, 2]",2,0.29,0.56,[],0.0
"[1, 2]",2,0.29,0.59,[],0.0
"[1, 2]",2,0.29,0.62,[],0.0
"[1, 2]",2,0.29,0.65,[],0.0
"[1, 2]",2,0.29,0.68,[],0.0
"[1, 2]",2,0.29,0.71,[],0.0
"[1, 2]",2,0.29,0.74,[],0.0
"[1, 2]",2,0.29,0.76,[],0.0
"[1, 2]",2,0.29,0.79,[],0.0
"[1, 2]",2,0.29,0.82,[],0.0
"[1, 2]",2,0.29,0.85,[2],0.004203999999999998
"[1, 2]",2,0.29,0.88,[2],0.014363200000000003
"[1, 2]",2,0.29,0.91,[2],0.024522400000000014
"[1, 2]",2,0.29,0.94,[2],0.03468159999999998
"[1, 2]",2,0.29,0.97,[2],0.044840799999999986
"[1, 2]",2,0.29,1.0,[2],0.05499999999999999
"[1, 2]",2,0.32,0.0,[],0.0
"[1, 2]",2,0.32,0.03,[],0.0
"[1, 2]",2,0.32,0.06,[],0.0
"[1, 2]",2,0.32,0.09,[],0.0
"[1, 2]",2,0.32,0.12,[],0.0
"[1, 2]",2,0.32,0.15,[],0.0
"[1, 2]",2,0.32,0.18,[],0.0
"[1, 2]",2,0.32,0.21,[],0.0
"[1, 2]",2,0.32,0.24,[],0.0
"[1, 2]",2,0.32,0.26,[],0.0
"[1, 2]",2,0.32,0.29,[],0.0
"[1, 2]",2,0.32,0.32,[],0.0
"[1, 2]",2,0.32,0.35,[],0.0
"[1, 2]",2,0.32,0.38,[],0.0
"[1, 2]",2,0.32,0.41,[],0.0
"[1, 2]",2,0.32,0.44,[],0.0
"[1, 2]",2,0.32,0.47,[],0.0
"[1, 2]",2,0.32,0.5,[],0.0
"[1, 2]",2,0.32,0.53,[],0.0
"[1, 2]",2,0.32,0.56,[],0.0
"[1, 2]",2,0.32,0.59,[],0.0
"[1, 2]",2,0.32,0.62,[],0.0
"[1, 2]",2,0.32,0.65,[],0.0
"[1, 2]",2,0.32,0.68,[],0.0
"[1, 2]",2,0.32,0.71,[],0.0
"[1, 2]",2,0.32,0.74,[],0.0
"[1, 2]",2,0.32,0.76,[],0.0
"[1, 2]",2,0.32,0.79,[],0.0
"[1, 2]",2,0.32,0.82,[],0.0
"[1, 2]",2,0.32,0.85,[2],0.004203999999999998
"[1, 2]",2,0.32,0.88,[2],0.014363200000000003
"[1, 2]",2,0.32,0.91,[2],0.024522400000000014
"[1, 2]",2,0.32,0.94,[2],0.03468159999999998
"[1, 2]",2,0.32,0.97,[2],0.044840799999999986
"[1, 2]",2,0.32,1.0,[2],0.05499999999999999
"[1, 2]",2,0.35,0.0,[],0.0
"[1, 2]",2,0.35,0.03,[],0.0
"[1, 2]",2,0.35,0.06,[],0.0
"[1, 2]",2,0.35,0.09,[],0.0
"[1, 2]",2,0.35,0.12,[],0.0
"[1, 2]",2,0.35,0.15,[],0.0
"[1, 2]",2,0.35,0.18,[],0.0
"[1, 2]",2,0.35,0.21,[],0.0
"[1, 2]",2,0.35,0.24,[],0.0
"[1, 2]",2,0.35,0.26,[],0.0
"[1, 2]",2,0.35,0.29,[],0.0
"[1, 2]",2,0.35,0.32,[],0.0
"[1, 2]",2,0.35,0.35,[],0.0
"[1, 2]",2,0.35,0.38,[],0.0
"[1, 2]",2,0.35,0.41,[],0.0
"[1, 2]",2,0.35,0.44,[],0.0
"[1, 2]",2,0.35,0.47,[],0.0
"[1, 2]",2,0.35,0.5,[],0.0
"[1, 2]",2,0.35,0.53,[],0.0
"[1, 2]",2,0.35,0.56,[],0.0
"[1, 2]",2,0.35,0.59,[],0.0
"[1, 2]",2,0.35,0.62,[],0.0
"[1, 2]",2,0.35,0.65,[],0.0
"[1, 2]",2,0.35,0.68,[],0.0
"[1, 2]",2,0.35,0.71,[],0.0
"[1, 2]",2,0.35,0.74,[],0.0
"[1, 2]",2,0.35,0.76,[],0.0
"[1, 2]",2,0.35,0.79,[],0.0
"[1, 2]",2,0.35,0.82,[],0.0
"[1, 2]",2,0.35,0.85,[2],0.004203999999999998
"[1, 2]",2,0.35,0.88,[2],0.014363200000000003
"[1, 2]",2,0.35,0.91,[2],0.024522400000000014
"[1, 2]",2,0.35,0.94,[2],0.03468159999999998
"[1, 2]",2,0.35,0.97,[2],0.044840799999999986
"[1, 2]",2,0.35,1.0,[2],0.05499999999999999
"[1, 2]",2,0.38,0.0,[],0.0
"[1, 2]",2,0.38,0.03,[],0.0
"[1, 2]",2,0.38,0.06,[],0.0
"[1, 2]",2,0.38,0.09,[],0.0
"[1, 2]",2,0.38,0.12,[],0.0
"[1, 2]",2,0.38,0.15,[],0.0
"[1, 2]",2,0.38,0.18,[],0.0
"[1, 2]",2,0.38,0.21,[],0.0
"[1, 2]",2,0.38,0.24,[],0.0
"[1, 2]",2,0.38,0.26,[],0.0
"[1, 2]",2,0.38,0.29,[],0.0
"[1, 2]",2,0.38,0.32,[],0.0
"[1, 2]",2,0.38,0.35,[],0.0
"[1, 2]",2,0.38,0.38,[],0.0
"[1, 2]",2,0.38,0.41,[],0.0
"[1, 2]",2,0.38,0.44,[],0.0
"[1, 2]",2,0.38,0.47,[],0.0
"[1, 2]",2,0.38,0.5,[],0.0
"[1, 2]",2,0.38,0.53,[],0.0
"[1, 2]",2,0.38,0.56,[],0.0
"[1, 2]",2,0.38,0.59,[],0.0
"[1, 2]",2,0.38,0.62,[],0.0
"[1, 2]",2,0.38,0.65,[],0.0
"[1, 2]",2,0.38,0.68,[],0.0
"[1, 2]",2,0.38,0.71,[],0.0
"[1, 2]",2,0.38,0.74,[],0.0
"[1, 2]",2,0.38,0.76,[],0.0
"[1, 2]",2,0.38,0.79,[],0.0
"[1, 2]",2,0.38,0.82,[],0.0
"[1, 2]",2,0.38,0.85,[2],0.004203999999999998
"[1, 2]",2,0.38,0.88,[2],0.014363200000000003
"[1, 2]",2,0.38,0.91,[2],0.024522400000000014
"[1, 2]",2,0.38,0.94,[2],0.03468159999999998
"[1, 2]",2,0.38,0.97,[2],0.044840799999999986
"[1, 2]",2,0.38,1.0,[2],0.05499999999999999
"[1, 2]",2,0.41,0.0,[],0.0
"[1, 2]",2,0.41,0.03,[],0.0
"[1, 2]",2,0.41,0.06,[],0.0
"[1, 2]",2,0.41,0.09,[],0.0
"[1, 2]",2,0.41,0.12,[],0.0
"[1, 2]",2,0.41,0.15,[],0.0
"[1, 2]",2,0.41,0.18,[],0.0
"[1, 2]",2,0.41,0.21,[],0.0
"[1, 2]",2,0.41,0.24,[],0.0
"[1, 2]",2,0.41,0.26,[],0.0
"[1, 2]",2,0.41,0.29,[],0.0
"[1, 2]",2,0.41,0.32,[],0.0
"[1, 2]",2,0.41,0.35,[],0.0
"[1, 2]",2,0.41,0.38,[],0.0
"[1, 2]",2,0.41,0.41,[],0.0
"[1, 2]",2,0.41,0.44,[],0.0
"[1, 2]",2,0.41,0.47,[],0.0
"[1, 2]",2,0.41,0.5,[],0.0
"[1, 2]",2,0.41,0.53,[],0.0
"[1, 2]",2,0.41,0.56,[],0.0
"[1, 2]",2,0.41,0.59,[],0.0
"[1, 2]",2,0.41,0.62,[],0.0
"[1, 2]",2,0.41,0.65,[],0.0
"[1, 2]",2,0.41,0.68,[],0.0
"[1, 2]",2,0.41,0.71,[],0.0
"[1, 2]",2,0.41,0.74,[],0.0
"[1, 2]",2,0.41,0.76,[],0.0
"[1, 2]",2,0.41,0.79,[],0.0
"[1, 2]",2,0.41,0.82,[],0.0
"[1, 2]",2,0.41,0.85,[2],0.004203999999999998
"[1, 2]",2,0.41,0.88,[2],0.014363200000000003
"[1, 2]",2,0.41,0.91,[2],0.024522400000000014
"[1, 2]",2,0.41,0.94,[2],0.03468159999999998
"[1, 2]",2,0.41,0.97,[2],0.044840799999999986
"[1, 2]",2,0.41,1.0,[2],0.05499999999999999
"[1, 2]",2,0.44,0.0,[],0.0
"[1, 2]",2,0.44,0.03,[],0.0
"[1, 2]",2,0.44,0.06,[],0.0
"[1, 2]",2,0.44,0.09,[],0.0
"[1, 2]",2,0.44,0.12,[],0.0
"[1, 2]",2,0.44,0.15,[],0.0
"[1, 2]",2,0.44,0.18,[],0.0
"[1, 2]",2,0.44,0.21,[],0.0
"[1, 2]",2,0.44,0.24,[],0.0
"[1, 2]",2,0.44,0.26,[],0.0
"[1, 2]",2,0.44,0.29,[],0.0
"[1, 2]",2,0.44,0.32,[],0.0
"[1, 2]",2,0.44,0.35,[],0.0
"[1, 2]",2,0.44,0.38,[],0.0
"[1, 2]",2,0.44,0.41,[],0.0
"[1, 2]",2,0.44,0.44,[],0.0
"[1, 2]",2,0.44,0.47,[],0.0
"[1, 2]",2,0.44,0.5,[],0.0
"[1, 2]",2,0.44,0.53,[],0.0
"[1, 2]",2,0.44,0.56,[],0.0
"[1, 2]",2,0.44,0.59,[],0.0
"[1, 2]",2,0.44,0.62,[],0.0
"[1, 2]",2,0.44,0.65,[],0.0
"[1, 2]",2,0.44,0.68,[],0.0
"[1, 2]",2,0.44,0.71,[],0.0
"[1, 2]",2,0.44,0.74,[],0.0
"[1, 2]",2,0.44,0.76,[],0.0
"[1, 2]",2,0.44,0.79,[],0.0
"[1, 2]",2,0.44,0.82,[],0.0
"[1, 2]",2,0.44,0.85,[2],0.004203999999999998
"[1, 2]",2,0.44,0.88,[2],0.014363200000000003
"[1, 2]",2,0.44,0.91,[2],0.024522400000000014
"[1, 2]",2,0.44,0.94,[2],0.03468159999999998
"[1, 2]",2,0.44,0.97,[2],0.044840799999999986
"[1, 2]",2,0.44,1.0,[2],0.05499999999999999
"[1, 2]",2,0.47,0.0,[],0.0
"[1, 2]",2,0.47,0.03,[],0.0
"[1, 2]",2,0.47,0.06,[],0.0
"[1, 2]",2,0.47,0.09,[],0.0
"[1, 2]",2,0.47,0.12,[],0.0
"[1, 2]",2,0.47,0.15,[],0.0
"[1, 2]",2,0.47,0.18,[],0.0
"[1, 2]",2,0.47,0.21,[],0.0
"[1, 2]",2,0.47,0.24,[],0.0
"[1, 2]",2,0.47,0.26,[],0.0
"[1, 2]",2,0.47,0.29,[],0.0
"[1, 2]",2,0.47,0.32,[],0.0
"[1, 2]",2,0.47,0.35,[],0.0
"[1, 2]",2,0.47,0.38,[],0.0
"[1, 2]",2,0.47,0.41,[],0.0
"[1, 2]",2,0.47,0.44,[],0.0
"[1, 2]",2,0.47,0.47,[],0.0
"[1, 2]",2,0.47,0.5,[],0.0
"[1, 2]",2,0.47,0.53,[],0.0
"[1, 2]",2,0.47,0.56,[],0.0
"[1, 2]",2,0.47,0.59,[],0.0
"[1, 2]",2,0.47,0.62,[],0.0
"[1, 2]",2,0.47,0.65,[],0.0
"[1, 2]",2,0.47,0.68,[],0.0
"[1, 2]",2,0.47,0.71,[],0.0
"[1, 2]",2,0.47,0.74,[],0.0
"[1, 2]",2,0.47,0.76,[],0.0
"[1, 2]",2,0.47,0.79,[],0.0
"[1, 2]",2,0.47,0.82,[],0.0
"[1, 2]",2,0.47,0.85,[2],0.004203999999999998
"[1, 2]",2,0.47,0.88,[2],0.014363200000000003
"[1, 2]",2,0.47,0.91,[2],0.024522400000000014
"[1, 2]",2,0.47,0.94,[2],0.03468159999999998
"[1, 2]",2,0.47,0.97,[2],0.044840799999999986
"[1, 2]",2,0.47,1.0,[2],0.05499999999999999
"[1, 2]",2,0.5,0.0,[],0.0
"[1, 2]",2,0.5,0.03,[],0.0
"[1, 2]",2,0.5,0.06,[],0.0
"[1, 2]",2,0.5,0.09,[],0.0
"[1, 2]",2,0.5,0.12,[],0.0
"[1, 2]",2,0.5,0.15,[],0.0
"[1, 2]",2,0.5,0.18,[],0.0
"[1, 2]",2,0.5,0.21,[],0.0
"[1, 2]",2,0.5,0.24,[],0.0
"[1, 2]",2,0.5,0.26,[],0.0
"[1, 2]",2,0.5,0.29,[],0.0
"[1, 2]",2,0.5,0.32,[],0.0
"[1, 2]",2,0.5,0.35,[],0.0
"[1, 2]",2,0.5,0.38,[],0.0
"[1, 2]",2,0.5,0.41,[],0.0
"[1, 2]",2,0.5,0.44,[],0.0
"[1, 2]",2,0.5,0.47,[],0.0
"[1, 2]",2,0.5,0.5,[],0.0
"[1, 2]",2,0.5,0.53,[],0.0
"[1, 2]",2,0.5,0.56,[],0.0
"[1, 2]",2,0.5,0.59,[],0.0
"[1, 2]",2,0.5,0.62,[],0.0
"[1, 2]",2,0.5,0.65,[],0.0
"[1, 2]",2,0.5,0.68,[],0.0
"[1, 2]",2,0.5,0.71,[],0.0
"[1, 2]",2,0.5,0.74,[],0.0
"[1, 2]",2,0.5,0.76,[],0.0
"[1, 2]",2,0.5,0.79,[],0.0
"[1, 2]",2,0.5,0.82,[],0.0
"[1, 2]",2,0.5,0.85,[2],0.004203999999999998
"[1, 2]",2,0.5,0.88,[2],0.014363200000000003
"[1, 2]",2,0.5,0.91,[2],0.024522400000000014
"[1, 2]",2,0.5,0.94,[2],0.03468159999999998
"[1, 2]",2,0.5,0.97,[2],0.044840799999999986
"[1, 2]",2,0.5,1.0,[2],0.05499999999999999
"[1, 2]",2,0.53,0.0,[],0.0
"[1, 2]",2,0.53,0.03,[],0.0
"[1, 2]",2,0.53,0.06,[],0.0
"[1, 2]",2,0.53,0.09,[],0.0
"[1, 2]",2,0.53,0.12,[],0.0
"[1, 2]",2,0.53,0.15,[],0.0
"[1, 2]",2,0.53,0.18,[],0.0
"[1, 2]",2,0.53,0.21,[],0.0
"[1, 2]",2,0.53,0.24,[],0.0
"[1, 2]",2,0.53,0.26,[],0.0
"[1, 2]",2,0.53,0.29,[],0.0
"[1, 2]",2,0.53,0.32,[],0.0
"[1, 2]",2,0.53,0.35,[],0.0
"[1, 2]",2,0.53,0.38,[],0.0
"[1, 2]",2,0.53,0.41,[],0.0
"[1, 2]",2,0.53,0.44,[],0.0
"[1, 2]",2,0.53,0.47,[],0.0
"[1, 2]",2,0.53,0.5,[],0.0
"[1, 2]",2,0.53,0.53,[],0.0
"[1, 2]",2,0.53,0.56,[],0.0
"[1, 2]",2,0.53,0.59,[],0.0
"[1, 2]",2,0.53,0.62,[],0.0
"[1, 2]",2,0.53,0.65,[],0.0
"[1, 2]",2,0.53,0.68,[],0.0
"[1, 2]",2,0.53,0.71,[],0.0
"[1, 2]",2,0.53,0.74,[],0.0
"[1, 2]",2,0.53,0.76,[],0.0
"[1, 2]",2,0.53,0.79,[],0.0
"[1, 2]",2,0.53,0.82,[],0.0
"[1, 2]",2,0.53,0.85,[2],0.004203999999999998
"[1, 2]",2,0.53,0.88,[2],0.014363200000000003
"[1, 2]",2,0.53,0.91,[2],0.024522400000000014
"[1, 2]",2,0.53,0.94,[2],0.03468159999999998
"[1, 2]",2,0.53,0.97,[2],0.05021919999999999
"[1, 2]",2,0.53,1.0,[2],0.05499999999999999
"[1, 2]",2,0.56,0.0,[],0.0
"[1, 2]",2,0.56,0.03,[],0.0
"[1, 2]",2,0.56,0.06,[],0.0
"[1, 2]",2,0.56,0.09,[],0.0
"[1, 2]",2,0.56,0.12,[],0.0
"[1, 2]",2,0.56,0.15,[],0.0
"[1, 2]",2,0.56,0.18,[],0.0
"[1, 2]",2,0.56,0.21,[],0.0
"[1, 2]",2,0.56,0.24,[],0.0
"[1, 2]",2,0.56,0.26,[],0.0
"[1, 2]",2,0.56,0.29,[],0.0
"[1, 2]",2,0.56,0.32,[],0.0
"[1, 2]",2,0.56,0.35,[],0.0
"[1, 2]",2,0.56,0.38,[],0.0
"[1, 2]",2,0.56,0.41,[],0.0
"[1, 2]",2,0.56,0.44,[],0.0
"[1, 2]",2,0.56,0.47,[],0.0
"[1, 2]",2,0.56,0.5,[],0.0
"[1, 2]",2,0.56,0.53,[],0.0
"[1, 2]",2,0.56,0.56,[],0.0
"[1, 2]",2,0.56,0.59,[],0.0
"[1, 2]",2,0.56,0.62,[],0.0
"[1, 2]",2,0.56,0.65,[],0.0
"[1, 2]",2,0.56,0.68,[],0.0
"[1, 2]",2,0.56,0.71,[],0.0
"[1, 2]",2,0.56,0.74,[],0.0
"[1, 2]",2,0.56,0.76,[],0.0
"[1, 2]",2,0.56,0.79,[],0.0
"[1, 2]",2,0.56,0.82,[],0.0
"[1, 2]",2,0.56,0.85,[2],0.004203999999999998
"[1, 2]",2,0.56,0.88,"[1, 2]",0.015784000000000006
"[1, 2]",2,0.56,0.91,[2],0.0406576
"[1, 2]",2,0.56,0.94,[2],0.04543839999999999
"[1, 2]",2,0.56,0.97,[2],0.05021919999999999
"[1, 2]",2,0.56,1.0,[2],0.05499999999999999
"[1, 2]",2,0.59,0.0,[],0.0
"[1, 2]",2,0.59,0.03,[],0.0
"[1, 2]",2,0.59,0.06,[],0.0
"[1, 2]",2,0.59,0.09,[],0.0
"[1, 2]",2,0.59,0.12,[],0.0
"[1, 2]",2,0.59,0.15,[],0.0
"[1, 2]",2,0.59,0.18,[],0.0
"[1, 2]",2,0.59,0.21,[],0.0
"[1, 2]",2,0.59,0.24,[],0.0
"[1, 2]",2,0.59,0.26,[],0.0
"[1, 2]",2,0.59,0.29,[],0.0
"[1, 2]",2,0.59,0.32,[],0.0
"[1, 2]",2,0.59,0.35,[],0.0
"[1, 2]",2,0.59,0.38,[],0.0
"[1, 2]",2,0.59,0.41,[],0.0
"[1, 2]",2,0.59,0.44,[],0.0
"[1, 2]",2,0.59,0.47,[],0.0
"[1, 2]",2,0.59,0.5,[],0.0
"[1, 2]",2,0.59,0.53,[],0.0
"[1, 2]",2,0.59,0.56,[],0.0
"[1, 2]",2,0.59,0.59,[],0.0
"[1, 2]",2,0.59,0.62,[],0.0
"[1, 2]",2,0.59,0.65,[],0.0
"[1, 2]",2,0.59,0.68,[],0.0
"[1, 2]",2,0.59,0.71,[],0.0
"[1, 2]",2,0.59,0.74,[],0.0
"[1, 2]",2,0.59,0.76,[],0.0
"[1, 2]",2,0.59,0.79,[],0.0
"[1, 2]",2,0.59,0.82,[],0.0
"[1, 2]",2,0.59,0.85,"[1, 2]",0.009411999999999955
"[1, 2]",2,0.59,0.88,"[1, 2]",0.021447999999999988
"[1, 2]",2,0.59,0.91,[2],0.0406576
"[1, 2]",2,0.59,0.94,[2],0.04543839999999999
"[1, 2]",2,0.59,0.97,[2],0.05021919999999999
"[1, 2]",2,0.59,1.0,[2],0.05499999999999999
"[1, 2]",2,0.62,0.0,[],0.0
"[1, 2]",2,0.62,0.03,[],0.0
"[1, 2]",2,0.62,0.06,[],0.0
"[1, 2]",2,0.62,0.09,[],0.0
"[1, 2]",2,0.62,0.12,[],0.0
"[1, 2]",2,0.62,0.15,[],0.0
"[1, 2]",2,0.62,0.18,[],0.0
"[1, 2]",2,0.62,0.21,[],0.0
"[1, 2]",2,0.62,0.24,[],0.0
"[1, 2]",2,0.62,0.26,[],0.0
"[1, 2]",2,0.62,0.29,[],0.0
"[1, 2]",2,0.62,0.32,[],0.0
"[1, 2]",2,0.62,0.35,[],0.0
"[1, 2]",2,0.62,0.38,[],0.0
"[1, 2]",2,0.62,0.41,[],0.0
"[1, 2]",2,0.62,0.44,[],0.0
"[1, 2]",2,0.62,0.47,[],0.0
"[1, 2]",2,0.62,0.5,[],0.0
"[1, 2]",2,0.62,0.53,[],0.0
"[1, 2]",2,0.62,0.56,[],0.0
"[1, 2]",2,0.62,0.59,[],0.0
"[1, 2]",2,0.62,0.62,[],0.0
"[1, 2]",2,0.62,0.65,[],0.0
"[1, 2]",2,0.62,0.68,[],0.0
"[1, 2]",2,0.62,0.71,[],0.0
"[1, 2]",2,0.62,0.74,[],0.0
"[1, 2]",2,0.62,0.76,[],0.0
"[1, 2]",2,0.62,0.79,[],0.0
"[1, 2]",2,0.62,0.82,"[1, 2]",0.0030399999999999577
"[1, 2]",2,0.62,0.85,"[1, 2]",0.015075999999999954
"[1, 2]",2,0.62,0.88,[2],0.0358768
"[1, 2]",2,0.62,0.91,[2],0.0406576
"[1, 2]",2,0.62,0.94,[2],0.04543839999999999
"[1, 2]",2,0.62,0.97,[2],0.05021919999999999
"[1, 2]",2,0.62,1.0,[2],0.05499999999999999
"[1, 2]",2,0.65,0.0,[],0.0
"[1, 2]",2,0.65,0.03,[],0.0
"[1, 2]",2,0.65,0.06,[],0.0
"[1, 2]",2,0.65,0.09,[],0.0
"[1, 2]",2,0.65,0.12,[],0.0
"[1, 2]",2,0.65,0.15,[],0.0
"[1, 2]",2,0.65,0.18,[],0.0
"[1, 2]",2,0.65,0.21,[],0.0
"[1, 2]",2,0.65,0.24,[],0.0
"[1, 2]",2,0.65,0.26,[],0.0
"[1, 2]",2,0.65,0.29,[],0.0
"[1, 2]",2,0.65,0.32,[],0.0
